"point_id","plot","easting_m","northing_m","pi_mpb_killed","pi_mpb_killed_pc","NDMI_2003","NDMI_2005","NDMI_2006","NDMI_2007","NDMI_2008","NDMI_2009","NDMI_2010","NDMI_2011","NDMI_2012","NDMI_2013","NDMI_2014"
25,7,524273.158,5447606.064,4.79519411651529,90.5771284723991,0.516815423965454,0.461746603250504,0.450433045625687,0.498336613178253,0.443562984466553,0.484134703874588,0.500018775463104,0.484611004590988,0.467617750167847,0.52909505367279,0.517695844173431
26,7,524241.408,5447607.387,4.79519411651529,90.5771284723991,0.518465220928192,0.477049142122269,0.492718756198883,0.488557457923889,0.478173404932022,0.464870303869247,0.494506776332855,0.52257776260376,0.498333483934402,0.529025673866272,0.514200210571289
27,7,524273.488,5447583.244,4.79519411651529,90.5771284723991,0.495938241481781,0.448359757661819,0.461082518100739,0.487399101257324,0.444158643484116,0.460983633995056,0.472564101219177,0.513615548610687,0.459181070327759,0.521244466304779,0.500913500785828
28,7,524243.061,5447582.913,4.79519411651529,90.5771284723991,0.528000891208649,0.481070876121521,0.454129129648209,0.496241450309753,0.494642555713654,0.505619645118713,0.499817728996277,0.499507337808609,0.512172162532806,0.524576723575592,0.513645529747009
29,8,523975.236,5447606.329,2.70762737854738,90.6412201597734,0.508018374443054,0.422620385885239,0.386584997177124,0.412441790103912,0.416695207357407,0.38762766122818,0.474190086126328,0.413464665412903,0.451296657323837,0.432391166687012,0.413937509059906
30,8,523943.486,5447607.652,2.70762737854738,90.6412201597734,0.528316557407379,0.503896713256836,0.476942867040634,0.477595210075378,0.477862238883972,0.517402231693268,0.521489143371582,0.491881966590881,0.496674418449402,0.516619920730591,0.495931565761566
31,8,523975.567,5447583.509,2.70762737854738,90.6412201597734,0.495284080505371,0.36884617805481,0.388632416725159,0.388664245605469,0.391111552715302,0.372343391180038,0.425088763237,0.426738232374191,0.474784672260284,0.449066489934921,0.431181013584137
32,8,523945.14,5447583.178,2.70762737854738,90.6412201597734,0.509522795677185,0.419047147035599,0.432471752166748,0.416945368051529,0.397458255290985,0.434036761522293,0.479656904935837,0.47957444190979,0.460842072963715,0.46944272518158,0.4660364985466
33,9,523918.086,5447607.123,2.40276885946298,91.692429154288,0.573730051517487,0.545282244682312,0.501360058784485,0.521708190441132,0.54966813325882,0.521466970443726,0.54740560054779,0.545443713665009,0.513522624969482,0.551313877105713,0.530761063098907
34,9,523886.336,5447608.446,2.40276885946298,91.692429154288,0.463003396987915,0.424290478229523,0.397366851568222,0.461650341749191,0.435757219791412,0.434912741184235,0.411195755004883,0.459977388381958,0.474123388528824,0.462931305170059,0.462794452905655
